MMSI,vessel_name,vessel_type,timestamp,latitude,longitude,SOG,COG,heading
219018271,MAERSK MC-KINNEY MOLLER,Cargo / Container,2026-05-12 07:08:00,51.22177,1.59142,15.6,52.9,52
219018271,MAERSK MC-KINNEY MOLLER,Cargo / Container,2026-05-12 07:10:00,51.22781,1.60195,15.6,52.4,52
219018271,MAERSK MC-KINNEY MOLLER,Cargo / Container,2026-05-12 07:12:00,51.23369,1.61247,15.7,52.1,52
219018271,MAERSK MC-KINNEY MOLLER,Cargo / Container,2026-05-12 07:14:00,51.23942,1.62302,16.0,52.0,52
219018271,MAERSK MC-KINNEY MOLLER,Cargo / Container,2026-05-12 07:16:00,51.24503,1.63367,16.3,52.2,52
219018271,MAERSK MC-KINNEY MOLLER,Cargo / Container,2026-05-12 07:18:00,51.25056,1.64446,16.6,52.7,52
219018271,MAERSK MC-KINNEY MOLLER,Cargo / Container,2026-05-12 07:20:00,51.25608,1.65541,16.7,53.4,53
219018271,MAERSK MC-KINNEY MOLLER,Cargo / Container,2026-05-12 07:22:00,51.26163,1.6665,16.8,54.2,54
219018271,MAERSK MC-KINNEY MOLLER,Cargo / Container,2026-05-12 07:24:00,51.26729,1.67772,16.7,55.1,55
219018271,MAERSK MC-KINNEY MOLLER,Cargo / Container,2026-05-12 07:26:00,51.27309,1.68901,16.5,56.0,55
219018271,MAERSK MC-KINNEY MOLLER,Cargo / Container,2026-05-12 07:28:00,51.27905,1.70032,16.2,56.8,56
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:10:00,51.0358,1.23,12.4,55.5,55
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:12:00,51.04217,1.24179,12.5,55.4,55
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:14:00,51.04848,1.25359,12.5,55.2,55
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:16:00,51.05473,1.26538,12.6,54.7,54
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:18:00,51.06093,1.27718,12.6,54.2,54
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:20:00,51.06711,1.28897,12.7,53.6,53
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:22:00,51.07328,1.30077,12.7,53.0,53
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:24:00,51.07947,1.31256,12.7,52.5,52
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:26:00,51.08569,1.32436,12.7,52.0,52
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:28:00,51.09197,1.33615,12.7,51.7,51
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:30:00,51.09831,1.34795,12.7,51.5,51
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:32:00,51.10472,1.35974,12.6,51.5,51
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:34:00,51.11121,1.37154,12.6,51.7,51
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:36:00,51.11775,1.38333,12.6,52.0,52
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:38:00,51.12435,1.39513,12.5,52.5,52
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:40:00,51.13099,1.40692,12.4,53.1,53
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:42:00,51.13763,1.41872,12.4,53.7,53
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:44:00,51.14428,1.43051,12.3,54.3,54
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:46:00,51.15089,1.44231,12.3,54.8,54
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:48:00,51.15746,1.4541,12.2,55.2,55
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:50:00,51.16397,1.4659,12.2,55.4,55
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:52:00,51.17042,1.47769,12.1,55.5,55
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:54:00,51.17679,1.48949,12.1,55.4,55
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:56:00,51.18309,1.50128,12.1,55.1,55
352002145,NORDIC POLLUX,Tanker,2026-05-12 06:58:00,51.18933,1.51308,12.1,54.7,54
352002145,NORDIC POLLUX,Tanker,2026-05-12 07:00:00,51.19553,1.52487,12.1,54.2,54
352002145,NORDIC POLLUX,Tanker,2026-05-12 07:02:00,51.20171,1.53667,12.1,53.6,53
352002145,NORDIC POLLUX,Tanker,2026-05-12 07:04:00,51.20788,1.54846,12.2,53.0,53
352002145,NORDIC POLLUX,Tanker,2026-05-12 07:06:00,51.21407,1.56026,12.2,52.5,52
352002145,NORDIC POLLUX,Tanker,2026-05-12 07:08:00,51.2203,1.57205,12.3,52.0,52
352002145,NORDIC POLLUX,Tanker,2026-05-12 07:10:00,51.22658,1.58385,12.3,51.7,51
352002145,NORDIC POLLUX,Tanker,2026-05-12 07:12:00,51.23292,1.59564,12.4,51.5,51
352002145,NORDIC POLLUX,Tanker,2026-05-12 07:14:00,51.23934,1.60744,12.4,51.5,51
352002145,NORDIC POLLUX,Tanker,2026-05-12 07:16:00,51.24583,1.61923,12.5,51.7,51
352002145,NORDIC POLLUX,Tanker,2026-05-12 07:18:00,51.25238,1.63103,12.5,52.1,52
352002145,NORDIC POLLUX,Tanker,2026-05-12 07:20:00,51.25898,1.64282,12.6,52.5,52
352002145,NORDIC POLLUX,Tanker,2026-05-12 07:22:00,51.26561,1.65462,12.6,53.1,53
352002145,NORDIC POLLUX,Tanker,2026-05-12 07:24:00,51.27226,1.66641,12.7,53.7,53
352002145,NORDIC POLLUX,Tanker,2026-05-12 07:26:00,51.2789,1.67821,12.7,54.3,54
352002145,NORDIC POLLUX,Tanker,2026-05-12 07:28:00,51.28552,1.69,12.7,54.8,54
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:05:00,51.32,1.71,11.9,233.0,233
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:07:00,51.31398,1.69805,11.9,233.9,233
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:09:00,51.30795,1.6861,11.8,234.7,234
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:11:00,51.30191,1.67415,11.6,235.3,235
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:13:00,51.29584,1.6622,11.5,235.8,235
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:15:00,51.28974,1.65024,11.3,236.0,235
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:17:00,51.28361,1.63829,11.2,235.9,235
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:19:00,51.27745,1.62634,11.1,235.6,235
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:21:00,51.27124,1.61439,11.1,235.0,235
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:23:00,51.265,1.60244,11.1,234.3,234
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:25:00,51.25871,1.59049,11.2,233.4,233
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:27:00,51.25239,1.57854,11.4,232.5,232
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:29:00,51.24604,1.56659,11.5,231.7,231
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:31:00,51.23966,1.55463,11.7,230.9,230
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:33:00,51.23326,1.54268,11.8,230.4,230
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:35:00,51.22685,1.53073,11.9,230.1,230
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:37:00,51.22043,1.51878,11.9,230.0,230
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:39:00,51.21401,1.50683,11.8,230.2,230
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:41:00,51.20761,1.49488,11.7,230.7,230
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:43:00,51.20122,1.48293,11.6,231.3,231
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:45:00,51.19485,1.47098,11.4,232.2,232
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:47:00,51.18852,1.45902,11.3,233.1,233
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:49:00,51.18222,1.44707,11.2,233.9,233
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:51:00,51.17596,1.43512,11.1,234.7,234
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:53:00,51.16974,1.42317,11.1,235.4,235
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:55:00,51.16355,1.41122,11.2,235.8,235
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:57:00,51.15741,1.39927,11.3,236.0,235
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 06:59:00,51.1513,1.38732,11.4,235.9,235
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 07:01:00,51.14522,1.37537,11.6,235.6,235
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 07:03:00,51.13917,1.36341,11.7,235.0,234
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 07:05:00,51.13314,1.35146,11.8,234.2,234
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 07:07:00,51.12711,1.33951,11.9,233.4,233
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 07:09:00,51.12109,1.32756,11.9,232.5,232
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 07:11:00,51.11507,1.31561,11.8,231.6,231
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 07:13:00,51.10903,1.30366,11.7,230.9,230
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 07:15:00,51.10297,1.29171,11.6,230.4,230
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 07:17:00,51.09689,1.27976,11.4,230.1,230
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 07:19:00,51.09078,1.2678,11.3,230.0,230
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 07:21:00,51.08463,1.25585,11.2,230.2,230
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 07:23:00,51.07844,1.2439,11.1,230.7,230
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 07:25:00,51.07221,1.23195,11.1,231.4,231
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 07:27:00,51.06594,1.22,11.2,232.2,232
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:20:00,51.335,1.73,13.1,234.5,234
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:22:00,51.32797,1.71703,13.2,234.5,234
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:24:00,51.32095,1.70405,13.4,234.3,234
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:26:00,51.31392,1.69108,13.5,234.1,234
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:28:00,51.30689,1.67811,13.6,233.7,233
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:30:00,51.29986,1.66514,13.6,233.4,233
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:32:00,51.29284,1.65216,13.6,232.9,232
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:34:00,51.28581,1.63919,13.5,232.4,232
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:36:00,51.27878,1.62622,13.4,231.9,231
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:38:00,51.27176,1.61324,13.3,231.4,231
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:40:00,51.26473,1.60027,13.2,231.0,230
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:42:00,51.2577,1.5873,13.0,230.5,230
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:44:00,51.25068,1.57432,12.9,230.2,230
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:46:00,51.24365,1.56135,12.8,229.9,229
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:48:00,51.23662,1.54838,12.7,229.6,229
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:50:00,51.22959,1.53541,12.6,229.5,229
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:52:00,51.22257,1.52243,12.6,229.5,229
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:54:00,51.21554,1.50946,12.6,229.6,229
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:56:00,51.20851,1.49649,12.7,229.8,229
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 06:58:00,51.20149,1.48351,12.8,230.0,230
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 07:00:00,51.19446,1.47054,13.0,230.4,230
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 07:02:00,51.18743,1.45757,13.1,230.8,230
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 07:04:00,51.18041,1.44459,13.3,231.2,231
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 07:06:00,51.17338,1.43162,13.4,231.7,231
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 07:08:00,51.16635,1.41865,13.5,232.2,232
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 07:10:00,51.15932,1.40568,13.6,232.7,232
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 07:12:00,51.1523,1.3927,13.6,233.2,233
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 07:14:00,51.14527,1.37973,13.6,233.6,233
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 07:16:00,51.13824,1.36676,13.5,233.9,233
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 07:18:00,51.13122,1.35378,13.4,234.2,234
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 07:20:00,51.12419,1.34081,13.3,234.4,234
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 07:22:00,51.11716,1.32784,13.2,234.5,234
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 07:24:00,51.11014,1.31486,13.0,234.5,234
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 07:26:00,51.10311,1.30189,12.9,234.4,234
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 07:28:00,51.09608,1.28892,12.8,234.2,234
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 07:30:00,51.08905,1.27595,12.7,233.9,233
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 07:32:00,51.08203,1.26297,12.6,233.5,233
257003456,STOLT PRIDE,Tanker / Hazard A,2026-05-12 07:34:00,51.075,1.25,12.6,233.1,233
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:15:00,51.125,1.342,18.2,120.0,120
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:17:00,51.1214,1.35587,18.4,120.8,120
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:19:00,51.11757,1.36932,18.7,121.6,121
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:21:00,51.11332,1.38249,18.8,122.3,122
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:23:00,51.10858,1.39564,18.9,122.9,122
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:25:00,51.1034,1.40899,19.0,123.4,123
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:27:00,51.09793,1.42273,19.0,123.7,123
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:29:00,51.09239,1.43695,18.9,123.9,123
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:31:00,51.08702,1.45163,18.7,124.0,123
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:33:00,51.08202,1.46664,18.5,123.9,123
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:35:00,51.07749,1.48174,18.3,123.6,123
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:37:00,51.07344,1.49671,18.1,123.2,123
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:39:00,51.06974,1.51133,17.8,122.7,122
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:41:00,51.06617,1.52548,17.6,122.1,122
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:43:00,51.06249,1.53915,17.5,121.3,121
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:45:00,51.05849,1.55246,17.4,120.6,120
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:47:00,51.05404,1.56559,17.4,119.8,119
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:49:00,51.0491,1.5788,17.5,119.0,118
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:51:00,51.04377,1.5923,17.6,118.2,118
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:53:00,51.03823,1.60624,17.8,117.6,117
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:55:00,51.03274,1.62067,18.0,117.0,116
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:57:00,51.02751,1.63552,18.2,116.5,116
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 06:59:00,51.02271,1.6506,18.4,116.2,116
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 07:01:00,51.0184,1.66567,18.7,116.0,116
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 07:03:00,51.01452,1.68051,18.8,116.0,116
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 07:05:00,51.0109,1.69494,19.0,116.2,116
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 07:07:00,51.00731,1.70887,19.0,116.5,116
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 07:09:00,51.00352,1.72237,19.0,116.9,116
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 07:11:00,50.99933,1.73557,18.9,117.5,117
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 07:13:00,50.99466,1.7487,18.7,118.1,118
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 07:15:00,50.98954,1.76201,18.5,118.9,118
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 07:17:00,50.98409,1.77569,18.3,119.7,119
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 07:19:00,50.97854,1.78985,18.1,120.5,120
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 07:21:00,50.97314,1.80448,17.8,121.2,121
232001122,PRIDE OF KENT,Passenger / Ro-Ro Ferry,2026-05-12 07:23:00,50.96808,1.81945,17.6,122.0,121
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 06:30:00,50.975,1.82,18.3,300.0,300
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 06:32:00,50.97926,1.80647,18.3,300.9,300
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 06:34:00,50.98353,1.79294,18.1,301.7,301
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 06:36:00,50.98779,1.77941,18.0,302.3,302
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 06:38:00,50.99206,1.76588,17.8,302.8,302
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 06:40:00,50.99632,1.75235,17.6,303.0,302
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 06:42:00,51.00059,1.73882,17.4,302.9,302
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 06:44:00,51.00485,1.72529,17.3,302.6,302
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 06:46:00,51.00912,1.71176,17.3,302.0,302
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 06:48:00,51.01338,1.69824,17.4,301.3,301
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 06:50:00,51.01765,1.68471,17.5,300.4,300
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 06:52:00,51.02191,1.67118,17.6,299.5,299
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 06:54:00,51.02618,1.65765,17.8,298.7,298
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 06:56:00,51.03044,1.64412,18.0,297.9,297
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 06:58:00,51.03471,1.63059,18.2,297.4,297
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:00:00,51.03897,1.61706,18.3,297.1,297
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:02:00,51.04324,1.60353,18.3,297.0,297
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:04:00,51.0475,1.59,18.2,297.2,297
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:06:00,51.05176,1.57647,18.1,297.7,297
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:08:00,51.05603,1.56294,17.9,298.3,298
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:10:00,51.06029,1.54941,17.7,299.2,299
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:12:00,51.06456,1.53588,17.5,300.1,300
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:14:00,51.06882,1.52235,17.4,300.9,300
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:16:00,51.07309,1.50882,17.3,301.7,301
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:18:00,51.07735,1.49529,17.3,302.4,302
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:20:00,51.08162,1.48176,17.4,302.8,302
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:22:00,51.08588,1.46824,17.5,303.0,302
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:24:00,51.09015,1.45471,17.7,302.9,302
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:26:00,51.09441,1.44118,17.9,302.6,302
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:28:00,51.09868,1.42765,18.1,302.0,301
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:30:00,51.10294,1.41412,18.2,301.2,301
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:32:00,51.10721,1.40059,18.3,300.4,300
